para8,model,ban_move,building_effect,building_action,equal_glue_value,offer_range,is_stationed,produce_goods,building_show,produce_time,long_description,click_sfx,cost_resource,name,recommended_location,open_arms,mono_condition,zone,item,unlock_player_level,reward_show,building_inside,description,ruinTime,scan,time,building_prerequisites,build_type,need_science,disrecommend,max_hp,effect_local,tiles_2,upgrade_type,building_effect_last_hide,play_music_para,hero_slots,building_effect_last,para5,level_up,local_num,guard,display_range,model_garbage,coal_normal,time_condition,people,building_effect_local,exp_hero_show,produce_gain_consume,default_army,para1,season_group,direct_exchange,building,cost_consume,season_score,building_mail,receiving_building,working_perform,hero_sort,produce_cost_resource,hummer_build,produce_gain_resource,max_level,detail_desc,tab_type,need_talent,exp,need_pve,storage_resource,produce_cost_consume,pic,para7,para6,unlock_num,para4,id,red_dot,put,para3,effect_condition,effect_number_condition,bd_effect_result,reward,coal_overload,order,display_gallery_condition,no_queue,tiles,glue_exchange_id,resBuild,temperature_status,sup_main_build_id,main_sup_build_id,gift_id,zone_radius,buildclassification,model_world,display_order_gallery,season_mastery,para2,power
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,33180,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;20900;15840;86400","0","1","O_Garbage_RewardBread_01","{}","","","",8500000,"10;22","","86400","22","","773000;15","13;255400","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774022,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030822","{}",62,"",0,2,"","0","",0,"","",0,0,"","","67900","300",20900
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,30163,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;19100;15120;86400","0","1","O_Garbage_RewardBread_01","{}","","","",7700000,"10;21","","86400","22","","773000;15","13;243200","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774021,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030821","{}",62,"",0,2,"","0","",0,"","",0,0,"","","64700","300",19100
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,27421,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;17400;14400;86400","0","1","O_Garbage_RewardBread_01","{}","","","",7000000,"10;20","","86400","22","","773000;15","13;231600","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774020,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030820","{}",62,"",0,2,"","0","",0,"","",0,0,"","","61600","300",17400
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,24929,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;15700;13680;86400","0","1","O_Garbage_RewardBread_01","{}","","","",6400000,"10;19","","86400","22","","773000;15","13;220600","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774019,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030819","{}",62,"",0,2,"","0","",0,"","",0,0,"","","56000","300",15700
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,22662,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;14100;12960;86400","0","1","O_Garbage_RewardBread_01","{}","","","",5300000,"10;18","","86400","22","","773000;15","13;200500","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774018,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030818","{}",62,"",0,2,"","0","",0,"","",0,0,"","","50900","300",14100
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,20602,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;12600;12240;86400","0","1","O_Garbage_RewardBread_01","{}","","","",4400000,"10;17","","86400","22","","773000;15","13;182300","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774017,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030817","{}",62,"",0,2,"","0","",0,"","",0,0,"","","46300","300",12600
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,2500,"",4,"","1",2000,"135172,1;803053,5","1;1","8","","","","","",0,"","","0","","{}","","","",0,"","600102","","10","","10100000;15","10;12600","3","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748000,1,"","","","94002;1","","105030470","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","","",0
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,7500,"",4,"","1",2100,"135172,1;803053,5","1;1","8","","","","41001;100","",0,"300;100","","0","","{}","","","",81000,"","600102","","10","","10100000;15","10;42800","5","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748001,1,"","","","94002;1","","105030471","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","3000","",300
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,16875,"",4,"","1",2200,"135172,1;803053,5","1;1","8","","","","41001;200","",0,"600;200","","0","","{}","","","",180000,"","600102","","10","","10100000;15","10;109200","5","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748002,1,"","","","94002;1","","105030472","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","6000","",600
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,33750,"",4,"","1",2300,"135172,1;803053,5","1;1","8","","","","41001;400","",0,"900;400","","0","","{}","","","",360000,"","600102","","10","","10100000;15","10;247600","6","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748003,1,"","","","94002;1","","105030473","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","12000","",900
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,50625,"",4,"","1",2400,"135172,1;803053,5","1;1","8","","","","41001;700","",0,"1200;700","","0","","{}","","","",550000,"","600102","","10","","10100000;15","10;420900","7","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748004,1,"","","","94002;1","","105030474","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","19000","",1200
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,75937,"",4,"","1",2500,"135172,1;803053,5","1;1","8","","","","41001;1000","",0,"1600;1000","","0","","{}","","","",820000,"","600102","","10","","10100000;15","10;673500","8","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748005,1,"","","","94002;1","","105030475","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","22000","",1600
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,113906,"",4,"","1",2600,"135172,1;803053,5","1;1","8","","","","41001;1500","",0,"2100;1500","","0","","{}","","","",1200000,"","600102","","10","","10100000;15","10;1077600","9","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748006,1,"","","","94002;1","","105030476","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","29000","",2100
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,170859,"",4,"","1",2700,"135172,1;803053,5","1;1","8","","","","41001;2200","",0,"2700;2200","","0","","{}","","","",1800000,"","600102","","10","","10100000;15","10;1724200","10","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748007,1,"","","","94002;1","","105030477","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","38000","",2700
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,256289,"",4,"","1",2800,"135172,1;803053,5","1;1","8","","","","41001;3300","",0,"3500;3300","","0","","{}","","","",2800000,"","600102","","10","","10100000;15","10;2758700","11","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748008,1,"","","","94002;1","","105030478","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","49000","",3500
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,384434,"",4,"","1",2900,"135172,1;803053,5","1;1","8","","","","41001;5000","",0,"4500;5000","","0","","{}","","","",4200000,"","600102","","10","","10100000;15","10;4413900","14","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748009,1,"","","","94002;1","","105030479","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","64000","",4500
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,0,"",4,"","1",3000,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"5800;7500","","0","","{}","","","",0,"","600102","","10","","10100000;15","","18","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748010,1,"","","","94002;1","","105030480","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","83000","",5800
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,74310,"",4,"","1",3100,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"330","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;155","20","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748011,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","6000","",5233
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,81741,"",4,"","1",3200,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"360","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;66","22","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748012,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","7000","",6697
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,89915,"",4,"","1",3300,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"390","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;156","24","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748013,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","9000","",8363
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,98907,"",4,"","1",3400,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"420","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;67","27","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748014,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","11000","",10264
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,108797,"",4,"","1",3500,"135172,1;803053,5","1;1","8","","","","41001;7500","",0,"450","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;157","30","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748015,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","14000","",12525
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,119677,"",4,"","1",3600,"135172,1;803053,5","1;1","8","","","","41001;480","",0,"480","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;68","33","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748016,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","17000","",15131
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,131645,"",4,"","1",3700,"135172,1;803053,5","1;1","8","","","","41001;510","",0,"510","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;158","36","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748017,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","20000","",18099
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,144809,"",4,"","1",3800,"135172,1;803053,5","1;1","8","","","","41001;540","",0,"540","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;69","46","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748018,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","24000","",21482
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,217214,"",4,"","1",3900,"135172,1;803053,5","1;1","8","","","","41001;570","",0,"570","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;159","58","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748019,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","29000","",26271
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,325821,"",4,"","1",4000,"135172,1;803053,5","1;1","8","","","","41001;600","",0,"600","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;70","73","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748020,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","34000","",32888
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,456150,"",4,"","1",4100,"135172,1;803053,5","1;1","8","","","","41001;630","",0,"630","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;160","83","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748021,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","44000","",42159
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,547380,"",4,"","1",4200,"135172,1;803053,5","1;1","8","","","","41001;660","",0,"660","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;71","94","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748022,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","48000","",53221
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,656856,"",4,"","1",4300,"135172,1;803053,5","1;1","8","","","","41001;690","",0,"690","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;161","107","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748023,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","54000","",66432
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,788228,"",4,"","1",4400,"135172,1;803053,5","1;1","8","","","","41001;720","",0,"720","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;72","120","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748024,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","60000","",82199
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,945874,"",4,"","1",4500,"135172,1;803053,5","1;1","8","","","","41001;750","",0,"750","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;162","135","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748025,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","67000","",100856
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,1135048,"",4,"","1",4600,"135172,1;803053,5","1;1","8","","","","41001;780","",0,"780","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;73","152","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748026,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","74000","",122941
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,1362058,"",4,"","1",4700,"135172,1;803053,5","1;1","8","","","","41001;810","",0,"810","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;163","164","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748027,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","82000","",149113
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,1498264,"",4,"","1",4800,"135172,1;803053,5","1;1","8","","","","41001;840","",0,"840","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;60|14;74","177","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748028,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","91000","",178281
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,1648090,"",4,"","1",4900,"135172,1;803053,5","1;1","8","","","","41001;870","",0,"870","","0","","{}","","","",0,"","600102","","10","","10100000;15","1;150|14;164","191","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748029,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","101000","",210816
"","",0,"","10;40","",0,"","",0,"","season_building_desc741000","","","season_person_building_name004","","","","5;0","",0,"",1,"803047","",2,1812900,"",4,"","1",5000,"135172,1;803053,5","1;1","8","","","","41001;900","",0,"900","","0","","{}","","","",0,"","600102","","10","","10100000;15","","0","","","","","","{}","",10,"",4,"",0,0,"","","pic745000_2_free","","","1;10100000;15","",748030,1,"","","","94002;1","","105022600","{}",61,"",0,1,"","","",0,"","",0,0,"building_745000_world","","113000","",247126
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,18729,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;11200;11520;86400","0","1","O_Garbage_RewardBread_01","{}","","","",3700000,"10;16","","86400","22","","773000;15","13;165700","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774016,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030816","{}",62,"",0,2,"","0","",0,"","",0,0,"","","42100","300",11200
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,17027,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;9900;10800;86400","0","1","O_Garbage_RewardBread_01","{}","","","",3100000,"10;15","","86400","22","","773000;15","13;150700","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774015,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030815","{}",62,"",0,2,"","0","",0,"","",0,0,"","","38200","300",9900
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,15479,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;8600;10080;86400","0","1","O_Garbage_RewardBread_01","{}","","","",2600000,"10;14","","86400","22","","773000;15","13;137000","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774014,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030814","{}",62,"",0,2,"","0","",0,"","",0,0,"","","34800","180",8600
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,14072,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;7400;9360;86400","0","1","O_Garbage_RewardBread_01","{}","","","",2000000,"10;13","","86400","22","","773000;15","13;124500","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774013,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030813","{}",62,"",0,2,"","0","",0,"","",0,0,"","","31600","180",7400
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,12793,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;6300;8640;86400","0","1","O_Garbage_RewardBread_01","{}","","","",1500000,"10;12","","86400","22","","773000;15","13;113200","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774012,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030812","{}",62,"",0,2,"","0","",0,"","",0,0,"","","28700","180",6300
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,11630,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;5200;7920;86400","0","1","O_Garbage_RewardBread_01","{}","","","",1200000,"10;11","","86400","22","","773000;15","13;102900","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774011,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030811","{}",62,"",0,2,"","0","",0,"","",0,0,"","","26100","180",5200
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,10572,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;4200;7200;86400","0","1","O_Garbage_RewardBread_01","{}","","","",900000,"10;10","","86400","22","","773000;15","13;93600","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774010,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030810","{}",62,"",0,2,"","0","",0,"","",0,0,"","","23700","180",4200
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,9611,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;3200;6480;86400","0","1","O_Garbage_RewardBread_01","{}","","","",690000,"10;9","","86400","22","","773000;15","13;85100","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774009,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030809","{}",62,"",0,2,"","0","",0,"","",0,0,"","","20600","120",3200
"","building_771000",0,"","","",0,"","",0,"5000","season_person_building_long_desc771000","city_farm","","season_person_building_name774000","","","","5;0","",0,"",1,"season_person_building_desc771000","0",2,6408,"",0,"","",0,"season_building_clear_tips001,1;135172,1;season_building_tips761000,1;220347,2","2;2","8","","","","","",0,"1;2400;5760;86400","0","1","O_Garbage_RewardBread_01","{}","","","",460000,"10;8","","86400","22","","773000;15","13;56700","","","10203000|10100000","0","","","{}","",30,"",7,"",0,0,"","","UI_building_771000","","","1;10100000;10","",774008,1,"","","1000","94060;1","50117;1;50023|50121;2;0","105030808","{}",62,"",0,2,"","0","",0,"","",0,0,"","","18000","120",2400
"","building_10120000_feixu",1,"","","",0,"","",0,"","129042","","","129041","","","","3;0","",0,"",1,"129042","0",2,2,"",0,"","",0,"220353,2;135172,1","3;3","","","","4","","",0,"259200;0","0","1","","{}","","","",0,"","","259200","","","","1;10|14;30","","","","0","10120000","","{}","",35,"",2,"",0,5,"","","UI_building_10120000","","","1;10100000,2","",10120000,0,"","","","","50128;3;50113|50204;4;50204","105022300","{}",0,"",1,2,"","0","",0,"","",0,0,"","","","",0
"","building_10120000",0,"","","",0,"","",0,"","129042","","","129041","","","","3;0","",0,"",1,"129042","0",2,3,"",0,"","",0,"220353,2;135172,1","3;3","","","","4","","",0,"259200;700","0","1","","{}","","","",100,"","","259200","","","10100000;2","1;15|14;45","","40002","","0","10120001","","{}","",35,"",2,"",0,0,"","","UI_building_10120000","","","1;10100000,2","",10120001,0,"","","","","50128;3;50113|50204;4;50204","105022301","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",700
"","building_10120000",0,"","","",0,"","",0,"","129042","","","129041","","","","3;0","",0,"",1,"129042","0",2,47,"",0,"","",0,"220353,2;135172,1","3;3","","","","4","","",0,"255600;1400","0","1","","{}","","","",840,"","","255600","","","10100000;3","1;340|14;1000","","","","0","10120002","","{}","",35,"",2,"",0,0,"","","UI_building_10120000","","","1;10100000,2","",10120002,0,"","","","","50128;3;50113|50204;4;50204","105022302","{}",0,"",0,2,"","0","",0,"","",0,0,"","","","",1400
